 99.95	249449	249449	U	0	unclassified
  0.05	137	0	R	1	root
  0.05	137	3	D	10239	  Viruses
  0.05	123	0	D1	2731341	    Duplodnaviria
  0.05	123	0	K	2731360	      Heunggongvirae
  0.05	123	0	P	2731618	        Uroviricota
  0.05	123	10	C	2731619	          Caudoviricetes
  0.01	24	0	O	1978007	            Crassvirales
  0.01	15	0	F	2942965	              Steigviridae
  0.01	15	0	F1	2942967	                Asinivirinae
  0.01	15	0	G	2948793	                  Lahndsivirus
  0.01	15	0	S	2956099	                    Lahndsivirus rarus
  0.01	15	15	S1	2772071	                      uncultured phage cr111_1
  0.00	6	0	F	2942963	              Crevaviridae
  0.00	6	0	F1	2942973	                Doltivirinae
  0.00	6	0	G	2948785	                  Kingevirus
  0.00	6	0	S	2956060	                    Kingevirus communis
  0.00	6	6	S1	2986396	                      uncultured phage cr13_1
  0.00	3	0	F	2942966	              Suoliviridae
  0.00	1	0	F1	2942969	                Boorivirinae
  0.00	1	0	G	2942991	                  Cohcovirus
  0.00	1	0	S	2955712	                    Cohcovirus splanchnicus
  0.00	1	1	S1	2986411	                      uncultured phage cr30_1
  0.00	1	0	F1	2942974	                Loutivirinae
  0.00	1	0	G	2942994	                  Buchavirus
  0.00	1	0	S	2955552	                    Buchavirus hominis
  0.00	1	1	S1	2772082	                      uncultured phage cr60_1
  0.00	1	1	F1	2942975	                Oafivirinae
  0.00	12	0	C1	3044646	            Joanripponvirinae
  0.00	12	0	G	3044772	              Natevirus
  0.00	12	0	S	3060406	                Natevirus nate
  0.00	12	12	S1	2894788	                  Bacillus phage vB_BanS_Nate
  0.00	10	0	C1	2788787	            unclassified Caudoviricetes
  0.00	7	7	S	2885983	              Microbacterium phage Pumpernickel
  0.00	1	1	S	1732064	              Staphylococcus phage StB20-like
  0.00	1	1	S	1747326	              Enterococcus phage vB_EfaS_IME197
  0.00	1	1	S	1566990	              Streptococcus phage SpSL1
  0.00	7	6	G	2169623	            Erskinevirus
  0.00	1	0	S	2169883	              Erskinevirus EaH2
  0.00	1	1	S1	1029988	                Erwinia phage phiEaH2
  0.00	7	0	G	2733138	            Toutatisvirus
  0.00	7	0	S	2734150	              Toutatisvirus toutatis
  0.00	7	7	S1	2070187	                Faecalibacterium phage FP_Toutatis
  0.00	7	0	F	2560065	            Herelleviridae
  0.00	6	0	F1	2560070	              Bastillevirinae
  0.00	4	0	G	2842856	                Matervirus
  0.00	4	0	S	2560332	                  Matervirus mater
  0.00	4	4	S1	1540090	                    Bacillus phage Mater
  0.00	2	0	G	2842880	                Moonbeamvirus
